,Unnamed: 0.1,Unnamed: 0,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,P1S,P2S,SGA,SGA1,RE,RE1,Unf_err_cnt,Unf_err_cnt1,STB,LTB,STH,LTH,STB1,LTB1,STH1,LTH1,Net-cnt,Net-sc-rate,Net-cnt1,Net-sc-rate1,BTS,BTS1,SD,SD1,SW,SW1
2380,2380,3436,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:06:45,1,3,14,0,0,1,1,15,30,2,2,2,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301346093887676,3.611,1,92.0,W,CTL,ND,1.0,1.0,0.0,0.0,0.04636503367595439,0.07561811294745661,0.0,-334.0,0.0,0.0,1.0,1.0,0.0,25.0,2.0,142.0,0.0,0.0,313.0,0.6421725239616614,0.0,1.0,2.0,3.5,31.2,31.2
2381,2381,3437,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:07:28,1,3,15,0,0,1,1,15,40,2,1,2,5,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027972454554081,4.642,1,122.0,B,NCTL,D,1.0,2.0,-1.0,1.0,0.027211288036132285,0.09039394222530019,0.0,-334.0,0.0,0.0,1.0,1.0,0.0,25.0,3.0,143.0,0.0,0.0,313.0,0.6421725239616614,0.0,1.0,3.5,2.0,0.0,0.0
2382,2382,3438,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:09:04,1,4,16,0,0,1,2,0,0,1,1,1,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199406254659816,5.716,1,115.0,C,NCTL,ND,1.0,0.0,1.0,-1.0,0.019550770866560298,0.0,0.0,-334.0,0.0,0.0,1.0,1.0,0.0,25.0,3.0,143.0,0.0,0.0,313.0,0.6421725239616614,1.0,0.0,3.5,2.0,0.0,0.0
2383,2383,3439,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:09:24,1,4,17,0,0,1,2,15,0,1,1,1,7,10,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361059523648144,9.942,3,116.0,W,NCTL,ND,2.0,0.0,2.0,-2.0,0.0348477414712327,0.0,0.0,-334.0,0.0,0.0,0.0,1.0,0.0,25.0,3.0,143.0,0.0,0.0,313.0,0.6421725239616614,1.0,0.0,3.5,2.0,31.2,31.2
2384,2384,3440,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:09:50,1,4,18,0,0,1,2,30,0,1,1,1,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124171399910531,4.509,1,111.0,W,NCTL,ND,3.0,0.0,3.0,-3.0,0.012264845685211169,0.0,0.0,-334.0,0.0,0.0,0.0,1.0,0.0,25.0,3.0,143.0,0.0,0.0,313.0,0.6421725239616614,1.0,0.0,3.5,2.0,31.2,31.2
2385,2385,3441,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:10:12,1,4,19,0,0,1,2,40,0,1,1,2,8,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0393796852336346,8.466,2,104.0,BC,NCTL,ND,3.0,1.0,2.0,-2.0,0.1063641658003667,0.06580959713922338,-1.0,-334.0,0.0,0.0,0.0,1.0,0.0,25.0,3.0,143.0,0.0,0.0,313.0,0.6421725239616614,1.0,0.0,3.5,2.0,7.8,7.8
2386,2386,3442,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:10:37,1,4,20,0,0,1,2,40,15,1,1,1,9,11,1,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.3176198674239855,46.277,13,124.0,C,NCTL,D,4.0,1.0,3.0,-3.0,1.0051844685033775,0.14100858413003198,-1.0,-334.0,0.0,0.0,1.0,2.0,0.0,25.0,2.0,143.0,1.0,1.0,313.0,0.6421725239616614,1.0,0.0,3.5,2.0,0.0,0.0
2387,2387,3443,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:11:28,1,5,21,0,0,2,2,0,0,2,1,2,9,12,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0886619040518374,15.603,5,113.0,W,CTL,ND,0.0,1.0,-1.0,1.0,0.0,0.08144117445632201,0.0,-334.0,0.0,0.0,1.0,2.0,0.0,25.0,2.0,143.0,1.0,1.0,314.0,0.643312101910828,0.0,1.0,2.0,3.5,31.2,31.2
2388,2388,3444,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:11:51,1,5,22,0,0,2,2,0,15,2,2,1,10,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0945586899646192,15.074,4,106.0,BC,NCTL,D,1.0,1.0,0.0,0.0,0.22331435483259432,0.13692456976983466,0.0,-334.0,0.0,0.0,1.0,2.0,0.0,25.0,2.0,143.0,2.0,1.0,314.0,0.643312101910828,0.0,1.0,3.5,2.0,7.8,7.8
2389,2389,3445,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:12:24,1,5,23,0,0,2,2,15,15,2,2,1,11,12,0,0,0,0,1,0,F,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0607843403055484,11.442,4,103.0,C,NCTL,ND,2.0,1.0,1.0,-1.0,0.19035085654831038,0.057301317521372984,0.0,-334.0,0.0,0.0,1.0,2.0,0.0,25.0,2.0,143.0,2.0,1.0,315.0,0.6412698412698413,0.0,1.0,3.5,2.0,0.0,0.0
2390,2390,3446,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:13:04,1,5,24,0,0,2,2,30,15,2,1,2,11,13,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0579037264975802,10.783,3,124.0,W,NCTL,ND,2.0,2.0,0.0,0.0,0.08675197265305079,0.1414863733808779,0.0,-334.0,0.0,0.0,1.0,2.0,0.0,25.0,2.0,143.0,2.0,1.0,316.0,0.6424050632911392,0.0,1.0,3.5,2.0,31.2,31.2
2391,2391,3447,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:13:29,1,5,25,0,0,2,2,30,30,2,1,2,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191679431739619,4.482,1,119.0,C,NCTL,ND,2.0,3.0,-1.0,1.0,0.022990075998160907,0.05642232951598082,0.0,-334.0,0.0,0.0,0.0,2.0,0.0,25.0,2.0,143.0,2.0,1.0,316.0,0.6424050632911392,0.0,1.0,3.5,2.0,0.0,0.0
2392,2392,3448,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:13:47,1,5,26,0,0,2,2,30,40,2,1,2,11,15,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0792406024210712,15.237,3,126.0,W,CTL,ND,2.0,4.0,-2.0,2.0,0.07342255493660076,0.24390444804230485,0.0,-334.0,0.0,0.0,0.0,2.0,0.0,25.0,3.0,144.0,2.0,1.0,317.0,0.6435331230283912,0.0,1.0,2.0,3.5,31.2,31.2
2393,2393,3449,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:15:30,1,6,27,0,0,2,3,0,0,1,2,1,12,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0979137578115468,12.104,3,89.0,C,NCTL,ND,1.0,0.0,1.0,-1.0,0.08918164757013035,0.0,0.0,-335.0,0.0,0.0,0.0,2.0,0.0,25.0,3.0,144.0,2.0,1.0,317.0,0.6435331230283912,1.0,0.0,3.5,2.0,0.0,0.0
2394,2394,3450,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:16:12,1,6,28,0,0,2,3,15,0,1,2,1,13,15,0,0,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.2442624950860116,35.455,9,89.0,W,CTL,ND,2.0,0.0,2.0,-2.0,0.19631106462718428,0.0,0.0,-335.0,0.0,0.0,0.0,2.0,0.0,25.0,3.0,144.0,3.0,1.0,317.0,0.6435331230283912,1.0,0.0,2.0,3.5,31.2,31.2
2395,2395,3451,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:17:06,1,6,29,0,0,2,3,30,0,1,2,1,14,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0537691984437907,9.176,1,89.0,BC,NCTL,ND,3.0,0.0,3.0,-3.0,0.05102559319744514,0.0,0.0,-336.0,0.0,0.0,0.0,2.0,0.0,25.0,3.0,144.0,3.0,1.0,317.0,0.6435331230283912,1.0,0.0,3.5,2.0,7.8,7.8
2396,2396,3452,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:17:42,1,6,30,0,0,2,3,40,0,1,1,1,15,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543453212053843,7.884,1,110.0,W,CTL,D,4.0,0.0,4.0,-4.0,0.05154413844531866,0.0,0.0,-336.0,0.0,0.0,1.0,3.0,0.0,25.0,3.0,144.0,3.0,1.0,317.0,0.6435331230283912,1.0,0.0,2.0,3.5,31.2,31.2
2397,2397,3453,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:18:14,1,7,31,0,0,3,3,0,0,2,2,2,15,16,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4305060391221243,46.853,13,92.0,BC,NCTL,ND,0.0,1.0,-1.0,1.0,0.0,0.30094667715371415,0.0,-336.0,0.0,0.0,1.0,3.0,0.0,25.0,2.0,144.0,3.0,1.0,317.0,0.6435331230283912,0.0,1.0,3.5,2.0,7.8,7.8
2398,2398,3454,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:19:07,1,7,32,0,0,3,3,0,15,2,2,2,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267388740527864,3.66,1,88.0,BW,NCTL,ND,0.0,2.0,-2.0,2.0,0.0,0.02604252622406475,0.0,-336.0,0.0,0.0,1.0,3.0,0.0,25.0,2.0,144.0,3.0,1.0,317.0,0.6435331230283912,0.0,1.0,3.5,2.0,23.4,23.4
2399,2399,3455,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:19:36,1,7,33,0,0,3,3,0,30,2,1,1,16,17,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0516477110981577,10.567,2,127.0,BC,NCTL,ND,1.0,2.0,-1.0,1.0,0.09822245710823795,0.11403274135424328,0.0,-337.0,0.0,0.0,1.0,3.0,0.0,25.0,2.0,144.0,3.0,1.0,318.0,0.6415094339622641,0.0,1.0,3.5,2.0,7.8,7.8
2400,2400,3456,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:20:03,1,7,34,0,0,3,3,15,30,2,1,2,16,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.2356206536621073,28.273,7,118.0,C,NCTL,ND,1.0,3.0,-2.0,2.0,0.14053205934141785,0.7260249760313353,0.0,-337.0,0.0,0.0,1.0,3.0,0.0,25.0,2.0,144.0,3.0,1.0,319.0,0.6426332288401254,0.0,1.0,3.5,2.0,0.0,0.0
2401,2401,3457,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:20:33,1,7,35,0,0,3,3,15,40,2,1,2,16,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212962084344372,2.835,1,130.0,C,CTL,ND,1.0,4.0,-3.0,3.0,0.012197718192632533,0.08695184732235019,0.0,-337.0,0.0,0.0,0.0,3.0,0.0,25.0,3.0,145.0,3.0,1.0,319.0,0.6426332288401254,0.0,1.0,2.0,3.5,0.0,0.0
2402,2402,3458,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:22:41,1,8,36,0,0,3,4,0,0,1,1,1,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212487630305413,4.699,1,101.0,BW,NCTL,D,1.0,0.0,1.0,-1.0,0.02080664750817998,0.0,0.0,-337.0,0.0,0.0,0.0,3.0,0.0,25.0,3.0,145.0,3.0,1.0,319.0,0.6426332288401254,1.0,0.0,3.5,2.0,23.4,23.4
2403,2403,3459,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:23:01,1,8,37,0,0,3,4,15,0,1,1,1,18,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0538301996773712,9.493,3,100.0,BC,NCTL,D,2.0,0.0,2.0,-2.0,0.05108052482634418,0.0,0.0,-338.0,0.0,0.0,0.0,3.0,0.0,25.0,3.0,145.0,3.0,1.0,319.0,0.6426332288401254,1.0,0.0,3.5,2.0,7.8,7.8
2404,2404,3460,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:23:24,1,8,38,0,0,3,4,30,0,1,2,1,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150537488646993,3.946,1,95.0,B,CTL,ND,3.0,0.0,3.0,-3.0,0.01483049432755297,0.0,0.0,-338.0,0.0,0.0,0.0,3.0,0.0,25.0,3.0,145.0,3.0,1.0,319.0,0.6426332288401254,1.0,0.0,2.0,3.5,0.0,0.0
2405,2405,3461,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:23:55,1,8,39,0,0,3,4,40,0,1,1,1,20,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191747210888041,6.034,1,110.0,C,NCTL,D,4.0,0.0,4.0,-4.0,0.018813968490426623,0.0,0.0,-338.0,0.0,0.0,1.0,4.0,0.0,25.0,3.0,145.0,3.0,1.0,319.0,0.6426332288401254,1.0,0.0,3.5,2.0,0.0,0.0
2406,2406,3464,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:26:38,1,9,42,0,0,4,4,15,15,2,2,2,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270642139652157,4.38,1,93.0,BC,NCTL,D,0.0,1.0,-1.0,1.0,0.0,0.026351043680830945,0.0,-338.0,0.0,0.0,1.0,4.0,0.0,25.0,2.0,145.0,3.0,1.0,319.0,0.6426332288401254,0.0,1.0,3.5,2.0,7.8,7.8
2407,2407,3466,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:27:40,1,9,44,0,0,4,4,15,40,2,1,2,21,23,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0795252748444468,12.846,3,123.0,C,NCTL,ND,0.0,2.0,-2.0,2.0,0.0,0.07366689478938408,0.0,-338.0,0.0,0.0,1.0,4.0,0.0,25.0,3.0,146.0,3.0,1.0,320.0,0.64375,0.0,1.0,3.5,2.0,0.0,0.0
2408,2408,3467,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:29:23,1,10,45,0,0,4,5,0,0,1,1,2,21,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0207471973322127,5.553,2,110.0,BW,NCTL,ND,0.0,1.0,-1.0,1.0,0.0,0.02032550016932382,-1.0,-338.0,0.0,0.0,1.0,4.0,0.0,25.0,3.0,146.0,3.0,1.0,320.0,0.64375,1.0,0.0,3.5,2.0,23.4,23.4
2409,2409,3468,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:29:45,1,10,46,0,0,4,5,0,15,1,1,1,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171277908064363,5.195,1,114.0,C,NCTL,ND,1.0,1.0,0.0,0.0,0.043529138968596,0.02668976936209216,-1.0,-338.0,0.0,0.0,1.0,4.0,0.0,25.0,3.0,146.0,3.0,1.0,320.0,0.64375,1.0,0.0,3.5,2.0,0.0,0.0
2410,2410,3469,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:30:10,1,10,47,0,0,4,5,15,15,1,2,1,23,24,0,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.3011088668681966,41.164,11,92.0,B,NCTL,ND,2.0,1.0,1.0,-1.0,0.7687765643138056,0.23142480582195527,-1.0,-338.0,0.0,0.0,0.0,4.0,0.0,25.0,3.0,146.0,4.0,1.0,320.0,0.64375,1.0,0.0,3.5,2.0,0.0,0.0
2411,2411,3470,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:31:09,1,10,48,0,0,4,5,30,15,1,1,1,24,24,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0791863791023329,14.641,3,106.0,W,NCTL,D,3.0,1.0,2.0,-2.0,0.279368472465309,0.054075586993196756,-1.0,-339.0,0.0,0.0,0.0,4.0,0.0,25.0,3.0,146.0,4.0,1.0,321.0,0.6417445482866043,1.0,0.0,3.5,2.0,31.2,31.2
2412,2412,3473,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:32:51,1,10,51,0,0,4,5,40,40,1,1,2,24,27,0,0,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.4556249915276064,63.676,16,113.0,C,NCTL,ND,3.0,2.0,1.0,-1.0,0.6260197429688954,0.6956307661905321,-1.0,-339.0,0.0,0.0,0.0,4.0,0.0,25.0,2.0,146.0,4.0,1.0,322.0,0.6428571428571429,1.0,0.0,3.5,2.0,0.0,0.0
2413,2413,3475,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:34:18,1,10,53,0,0,4,5,40,40,1,2,2,25,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2114167197603328,31.823,10,89.0,BC,NCTL,ND,3.0,3.0,0.0,0.0,0.27660801388963396,0.451128239928911,-2.0,-339.0,0.0,0.0,0.0,4.0,0.0,25.0,2.0,146.0,4.0,1.0,322.0,0.6428571428571429,1.0,0.0,3.5,2.0,7.8,7.8
2414,2414,3476,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:35:13,1,10,54,0,0,4,5,40,AD,1,1,1,26,28,0,0,0,0,1,0,B,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.1331250254171806,23.442,5,119.0,BC,NCTL,ND,4.0,3.0,1.0,-1.0,0.33770657765024864,0.15530652600914396,-2.0,-339.0,0.0,0.0,0.0,4.0,0.0,25.0,2.0,146.0,5.0,1.0,322.0,0.6428571428571429,1.0,0.0,3.5,2.0,7.8,7.8
2415,2415,3477,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:36:09,1,10,55,0,0,4,5,40,40,1,2,1,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189239382396399,5.097,1,104.0,BW,NCTL,D,5.0,3.0,2.0,-2.0,0.05786211927783167,0.021126254495508607,-2.0,-339.0,0.0,0.0,0.0,4.0,0.0,25.0,2.0,146.0,5.0,1.0,322.0,0.6428571428571429,1.0,0.0,3.5,2.0,23.4,23.4
2416,2416,3478,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:36:53,1,10,56,0,0,4,5,AD,40,1,1,1,28,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231533571012213,4.872,1,126.0,W,CTL,D,6.0,3.0,3.0,-3.0,0.0751732737929117,0.02262941028392748,-2.0,-339.0,0.0,0.0,1.0,5.0,0.0,25.0,2.0,146.0,5.0,1.0,322.0,0.6428571428571429,1.0,0.0,2.0,3.5,31.2,31.2
2417,2417,3479,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:37:25,1,11,57,0,0,5,5,0,0,2,1,2,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117867939107212,2.363,1,121.0,BC,NCTL,ND,0.0,1.0,-1.0,1.0,0.0,0.011649483845468388,0.0,-339.0,0.0,0.0,1.0,5.0,0.0,25.0,2.0,146.0,5.0,1.0,322.0,0.6428571428571429,0.0,1.0,3.5,2.0,7.8,7.8
2418,2418,3480,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:37:42,1,11,58,0,0,5,5,0,15,2,1,1,29,29,0,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.2347801922216648,22.479,8,118.0,C,NCTL,D,1.0,1.0,0.0,0.0,0.4915028574544541,0.3013635972843998,0.0,-339.0,0.0,0.0,1.0,5.0,0.0,25.0,2.0,146.0,6.0,1.0,322.0,0.6428571428571429,0.0,1.0,3.5,2.0,0.0,0.0
2419,2419,3481,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:38:12,1,11,59,0,0,5,5,15,15,2,2,2,29,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0236684786292344,6.583,1,94.0,BC,NCTL,D,1.0,2.0,-1.0,1.0,0.02312123419188231,0.07680707745048412,-1.0,-339.0,0.0,0.0,1.0,5.0,0.0,25.0,2.0,146.0,6.0,1.0,322.0,0.6428571428571429,0.0,1.0,3.5,2.0,7.8,7.8
2420,2420,3482,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:38:43,1,11,60,0,0,5,5,15,30,2,2,2,29,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0309818487440523,6.845,1,91.0,B,NCTL,ND,1.0,3.0,-2.0,2.0,0.022146419547388514,0.1144141329489068,-1.0,-339.0,0.0,0.0,1.0,5.0,0.0,25.0,2.0,146.0,6.0,1.0,323.0,0.6439628482972136,0.0,1.0,3.5,2.0,0.0,0.0
2421,2421,3483,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:39:26,1,11,61,0,0,5,5,15,40,2,1,1,30,31,0,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2034120023316027,27.1,8,111.0,BW,NCTL,D,2.0,3.0,-1.0,1.0,0.37564964576949533,0.3380587894046151,-1.0,-339.0,0.0,0.0,0.0,5.0,0.0,25.0,2.0,146.0,6.0,1.0,323.0,0.6439628482972136,0.0,1.0,3.5,2.0,23.4,23.4
2422,2422,3484,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:39:59,1,11,62,0,0,5,5,30,40,2,2,2,30,32,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0849001613143732,10.761,3,84.0,BW,NCTL,D,2.0,4.0,-2.0,2.0,0.07825619752099157,0.2599614611440366,-2.0,-339.0,0.0,0.0,0.0,5.0,0.0,25.0,3.0,147.0,7.0,0.8571428571428571,323.0,0.6439628482972136,0.0,1.0,3.5,2.0,23.4,23.4
2423,2423,3485,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:41:49,1,12,63,0,0,5,6,0,0,1,2,2,30,33,0,0,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1824885792134907,21.874,6,84.0,BC,NCTL,ND,0.0,1.0,-1.0,1.0,0.0,0.15432587039011356,0.0,-339.0,0.0,0.0,0.0,5.0,0.0,25.0,3.0,147.0,7.0,0.8571428571428571,323.0,0.6439628482972136,1.0,0.0,3.5,2.0,7.8,7.8
2424,2424,3486,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:42:33,1,12,64,0,0,5,6,0,15,1,2,1,31,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0511122558256177,9.195,3,78.0,B,NCTL,D,1.0,1.0,0.0,0.0,0.12569852925243394,0.07707170034587671,0.0,-340.0,0.0,0.0,0.0,5.0,0.0,25.0,3.0,147.0,7.0,0.8571428571428571,323.0,0.6439628482972136,1.0,0.0,3.5,2.0,0.0,0.0
2425,2425,3487,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:43:54,1,12,65,0,0,5,6,15,15,1,2,1,32,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1833697081429868,28.335,9,84.0,B,NCTL,D,2.0,1.0,1.0,-1.0,0.5147512066937927,0.1549555535190615,0.0,-341.0,0.0,0.0,0.0,5.0,0.0,25.0,3.0,147.0,7.0,0.8571428571428571,323.0,0.6439628482972136,1.0,0.0,3.5,2.0,0.0,0.0
2426,2426,3489,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:45:24,1,12,67,0,0,5,6,30,30,1,1,1,33,34,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0905936097818867,12.786,3,111.0,BC,NCTL,ND,3.0,1.0,2.0,-2.0,0.31626998637834947,0.061218379478605325,0.0,-341.0,0.0,0.0,0.0,5.0,0.0,25.0,3.0,147.0,8.0,0.875,323.0,0.6439628482972136,1.0,0.0,3.5,2.0,7.8,7.8
2427,2427,3490,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:45:54,1,12,68,0,0,5,6,40,30,1,1,1,34,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294974853935934,5.776,1,114.0,W,CTL,ND,4.0,1.0,3.0,-3.0,0.11947800122639327,0.01676052935109923,0.0,-341.0,0.0,0.0,1.0,6.0,0.0,25.0,2.0,147.0,8.0,0.875,323.0,0.6439628482972136,1.0,0.0,2.0,3.5,31.2,31.2
2428,2428,3491,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:46:23,1,13,69,0,0,6,6,0,0,2,2,2,34,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0601607721400588,7.553,1,96.0,BC,NCTL,ND,0.0,1.0,-1.0,1.0,0.0,0.056746838518291175,0.0,-341.0,0.0,0.0,1.0,6.0,0.0,25.0,2.0,147.0,8.0,0.875,324.0,0.6450617283950617,0.0,1.0,3.5,2.0,7.8,7.8
2429,2429,3492,2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,00:47:02,1,13,70,0,0,6,6,0,1,1,1,1,35,35,0,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0981103173419728,18.06,5,117.0,BW,NCTL,ND,1.0,1.0,0.0,0.0,0.23095265316942895,0.1416079709525699,0.0,-341.0,0.0,0.0,1.0,6.0,0.0,25.0,2.0,147.0,9.0,0.8888888888888888,324.0,0.6450617283950617,1.0,0.0,3.5,2.0,23.4,23.4
